interest_expense,date,total_assets,state,bank_id,gross_loans,interest_income,net_loans,charge_offs,total_deposits,id,net_interest_margin,charge_off_rate
30.0,2010-03-31,21810,WISCONSIN,14400,10876,193.0,10809,58.100408514297996,18604,14400_20100331,0.0075,0.0053
63.0,2010-03-31,26005,TEXAS,14404,12355,319.0,12188,52.42827031444918,23247,14404_20100331,0.0098,0.0042
733.0,2010-03-31,209478,IOWA,14410,139738,2422.0,137992,76.38299992250552,180658,14410_20100331,0.0081,0.0005
97.0,2010-03-31,31843,IOWA,14411,23255,387.0,23021,85.08648728562981,27056,14411_20100331,0.0091,0.0037
462.0,2010-03-31,102444,IOWA,14413,69091,1193.0,67965,92.03862195980716,73844,14413_20100331,0.0071,0.0013
254.0,2010-03-31,69922,IOWA,14415,47860,882.0,47240,75.75976264934648,62355,14415_20100331,0.009,0.0016
553.0,2010-03-31,275243,KANSAS,14420,157202,3118.0,152223,62.3961928497061,243962,14420_20100331,0.0093,0.0004
352.0,2010-03-31,188481,LOUISIANA,14427,89644,2221.0,88394,57.15930033302079,154645,14427_20100331,0.0099,0.0006
1148.0,2010-03-31,293172,WISCONSIN,14445,238265,3626.0,233778,93.70122608650342,249493,14445_20100331,0.0085,0.0004
347.0,2010-03-31,83601,WISCONSIN,14468,48835,994.0,48191,65.93558450087565,73088,14468_20100331,0.0077,0.0014
738.0,2010-03-31,215979,MICHIGAN,14471,134978,2515.0,129965,80.9659975828256,160518,14471_20100331,0.0082,0.0006
286.0,2010-03-31,74043,TEXAS,14485,57754,859.0,56141,79.31536266282389,70782,14485_20100331,0.0077,0.0014
501.0,2010-03-31,169211,MISSOURI,14488,143192,2134.0,138054,94.16218207116694,146613,14488_20100331,0.0097,0.0007
484.0,2010-03-31,117087,VIRGINIA,14491,85063,1778.0,83774,87.10307970637776,96178,14491_20100331,0.0111,0.001
453.0,2010-03-31,130737,MISSOURI,14492,101378,1641.0,100350,92.61737533341332,108349,14492_20100331,0.0091,0.0009
118.0,2010-03-31,38691,IOWA,14498,26823,509.0,26410,75.12444886929313,35155,14498_20100331,0.0101,0.0028
1261.0,2010-03-31,285568,WEST VIRGINIA,14507,195095,3769.0,191002,75.35338790807772,253475,14507_20100331,0.0088,0.0004
92.0,2010-03-31,53083,TEXAS,14508,35539,533.0,34991,75.66603235014271,46244,14508_20100331,0.0083,0.0021
880.0,2010-03-31,212306,MICHIGAN,14513,155185,2828.0,152784,86.17161678943272,177302,14513_20100331,0.0092,0.0006
196.0,2010-03-31,104889,IOWA,14521,61628,1187.0,61017,66.44488244710391,91831,14521_20100331,0.0094,0.0011
166.0,2010-03-31,69193,IOWA,14522,32039,763.0,31792,53.33870210053016,59604,14522_20100331,0.0086,0.0017
265.0,2010-03-31,72941,OHIO,14523,45194,815.0,44773,73.3538673263758,61037,14523_20100331,0.0075,0.0016
695.0,2010-03-31,190533,OHIO,14528,132740,2362.0,131189,82.58047865442964,158862,14528_20100331,0.0087,0.0006
2593.0,2010-03-31,642526,PENNSYLVANIA,14530,467107,7304.0,452216,77.1081214725391,586470,14530_20100331,0.0073,0.0002
2945.0,2010-03-31,2744750,TEXAS,14531,2027689,29487.0,1995414,89.56804839172302,2227819,14531_20100331,0.0097,0.0
286.0,2010-03-31,116243,ARKANSAS,14534,80460,1481.0,79113,81.28827421807571,97324,14534_20100331,0.0103,0.001
529.0,2010-03-31,217568,MICHIGAN,14538,136340,2435.0,133314,73.64804021766152,181015,14538_20100331,0.0088,0.0005
926.0,2010-03-31,273001,MISSOURI,14546,202325,3264.0,200882,85.87232987504862,233931,14546_20100331,0.0086,0.0004
255.0,2010-03-31,94138,TEXAS,14552,66594,1182.0,63887,73.17595583350514,87306,14552_20100331,0.0098,0.0011
224.0,2010-03-31,66937,KANSAS,14556,31392,855.0,30925,53.51642266292874,57786,14556_20100331,0.0094,0.0017
172.0,2010-03-31,54267,WISCONSIN,14560,37690,721.0,37235,80.63188895385348,46179,14560_20100331,0.0101,0.0021
245.0,2010-03-31,57744,INDIANA,14561,33419,739.0,32959,69.1370196341668,47672,14561_20100331,0.0086,0.0021
861.0,2010-03-31,349121,TEXAS,14562,209678,4009.0,207109,65.8329042142671,314598,14562_20100331,0.009,0.0003
755.0,2010-03-31,269403,ILLINOIS,14567,148653,2976.0,146987,62.29344928568099,235959,14567_20100331,0.0082,0.0004
339.0,2010-03-31,80680,IOWA,14573,29579,903.0,28429,45.350710673664395,62687,14573_20100331,0.007,0.0015
146.0,2010-03-31,33664,MINNESOTA,14574,22597,429.0,22100,76.70681336989344,28811,14574_20100331,0.0084,0.0034
1399.0,2010-03-31,458179,INDIANA,14578,347245,5564.0,341970,91.6738376909034,373029,14578_20100331,0.0091,0.0003
5413.0,2010-03-31,791922,GEORGIA,14580,471485,7345.0,451695,65.67081069528669,687817,14580_20100331,0.0024,0.0001
169.0,2010-03-31,48513,NEBRASKA,14581,25070,620.0,24235,61.56484186460053,39365,14581_20100331,0.0093,0.0025
672.0,2010-03-31,215841,ILLINOIS,14583,89624,2449.0,88657,50.060983184451544,177098,14583_20100331,0.0082,0.0006
468.0,2010-03-31,182306,COLORADO,14584,116350,2065.0,114421,71.61428017074117,159774,14584_20100331,0.0088,0.0006
188.0,2010-03-31,138446,MICHIGAN,14587,73462,1090.0,72237,57.69037255919818,125215,14587_20100331,0.0065,0.0008
329.0,2010-03-31,164321,ARKANSAS,14597,125573,2349.0,123598,86.16884067569734,143437,14597_20100331,0.0123,0.0007
264.0,2010-03-31,73064,MISSOURI,14604,41554,797.0,41052,64.33676028084253,63808,14604_20100331,0.0073,0.0015
154.0,2010-03-31,101512,NEW YORK,14619,44901,982.0,44010,48.42756222628139,90878,14619_20100331,0.0082,0.0011
1068.0,2010-03-31,209143,WISCONSIN,14629,166750,2891.0,164206,95.60923917157214,171747,14629_20100331,0.0087,0.0006
1435.0,2010-03-31,291490,IOWA,14633,212326,3964.0,209504,88.26795871076469,237350,14633_20100331,0.0087,0.0004
120.0,2010-03-31,39987,KANSAS,14636,23127,468.0,22869,66.19869159960632,34546,14636_20100331,0.0087,0.0029
140.0,2010-03-31,30079,NEBRASKA,14639,24607,407.0,24258,115.08682038144036,21078,14639_20100331,0.0089,0.0047
313.0,2010-03-31,123388,SOUTH CAROLINA,14642,59934,1451.0,58998,57.50796853525163,102591,14642_20100331,0.0092,0.001
1640.0,2010-03-31,451486,ARKANSAS,14644,212648,4989.0,208426,56.19435861764024,370902,14644_20100331,0.0074,0.0003
1201.0,2010-03-31,508619,NEW JERSEY,14646,338823,6283.0,335435,74.35786029540532,451109,14646_20100331,0.01,0.0002
200.0,2010-03-31,73964,IOWA,14649,36410,833.0,35778,55.657882455430766,64282,14649_20100331,0.0086,0.0015
148.0,2010-03-31,68220,NEW YORK,1464,48281,814.0,47519,77.39376862815355,61399,1464_20100331,0.0098,0.0016
7304.0,2010-03-31,1879013,IOWA,14650,1539546,23329.0,1509706,103.50526094232812,1458579,14650_20100331,0.0085,0.0001
544.0,2010-03-31,264992,WISCONSIN,14660,164836,3225.0,161466,73.65175227729908,219229,14660_20100331,0.0101,0.0004
545.0,2010-03-31,157906,ILLINOIS,14662,101395,1827.0,99547,74.92229071176439,132867,14662_20100331,0.0081,0.0007
493.0,2010-03-31,152246,ILLINOIS,14674,76185,1723.0,75014,56.017802869069754,133911,14674_20100331,0.0081,0.0007
721.0,2010-03-31,362379,DISTRICT OF COLUMBIA,14679,216229,4778.0,212936,69.51945334103827,306297,14679_20100331,0.0112,0.0003
421.0,2010-03-31,122691,IOWA,14689,95358,1557.0,94132,96.00995471420994,98044,14689_20100331,0.0093,0.001
301.0,2010-03-31,114804,TENNESSEE,1468,43506,1294.0,42504,42.66613129893596,99620,1468_20100331,0.0086,0.001
328.0,2010-03-31,152613,IOWA,14690,80897,1671.0,78956,57.28339887110583,137834,14690_20100331,0.0088,0.0007
1062.0,2010-03-31,264774,IOWA,14692,199693,3447.0,197214,94.58342125961595,208508,14692_20100331,0.009,0.0005
38.0,2010-03-31,21662,IOWA,14693,14200,272.0,14037,76.6965358977161,18302,14693_20100331,0.0108,0.0054
124.0,2010-03-31,46991,IOWA,14694,28438,575.0,28072,65.7423887587822,42700,14694_20100331,0.0096,0.0023
783.0,2010-03-31,185668,MISSOURI,14695,89845,2063.0,88756,54.87029847424516,161756,14695_20100331,0.0069,0.0006
173.0,2010-03-31,88087,MISSOURI,14701,41672,984.0,41114,53.24337274504979,77219,14701_20100331,0.0092,0.0013
862.0,2010-03-31,250804,IOWA,14704,131945,2894.0,130589,65.86289679937863,198274,14704_20100331,0.0081,0.0005
386.0,2010-03-31,110800,IOWA,14705,86604,1427.0,85581,89.81298799429099,95288,14705_20100331,0.0094,0.001
137.0,2010-03-31,62516,MICHIGAN,14706,41631,655.0,41203,76.42356345290648,53914,14706_20100331,0.0083,0.0018
1402.0,2010-03-31,628807,SOUTH DAKOTA,14712,464411,14358.0,437045,92.9881000253191,470001,14712_20100331,0.0206,0.0002
327.0,2010-03-31,82172,INDIANA,14714,60948,1071.0,59968,82.77270907811013,72449,14714_20100331,0.0091,0.0014
1132.0,2010-03-31,323946,ALABAMA,14720,248636,4229.0,245332,88.48700820913825,277252,14720_20100331,0.0096,0.0004
658.0,2010-03-31,180833,MICHIGAN,14722,136316,2266.0,133293,89.20991868286316,149415,14722_20100331,0.0089,0.0007
411.0,2010-03-31,171685,COLORADO,14730,104437,2135.0,101879,70.80535979872955,143886,14730_20100331,0.01,0.0007
596.0,2010-03-31,111750,GEORGIA,14731,81783,1501.0,80474,84.98679902840848,94690,14731_20100331,0.0081,0.001
268.0,2010-03-31,73019,KENTUCKY,14735,48386,952.0,47812,79.26261169410321,60321,14735_20100331,0.0094,0.0016
1231.0,2010-03-31,408723,ILLINOIS,14736,257409,5378.0,254626,78.3954285292044,324797,14736_20100331,0.0101,0.0003
487.0,2010-03-31,117706,WEST VIRGINIA,14744,88920,1613.0,88075,83.64197530864197,105300,14744_20100331,0.0096,0.0009
655.0,2010-03-31,167205,ARKANSAS,14749,128324,2395.0,126656,89.96157370249097,140789,14749_20100331,0.0104,0.0007
216.0,2010-03-31,78414,TENNESSEE,1475,49680,898.0,49141,77.27908915063925,63589,1475_20100331,0.0087,0.0016
442.0,2010-03-31,147139,ILLINOIS,14761,68707,1506.0,67861,60.58314659905547,112013,14761_20100331,0.0072,0.0009
2051.0,2010-03-31,359952,WISCONSIN,14769,318657,4803.0,314146,97.51998385769942,322135,14769_20100331,0.0076,0.0003
397.0,2010-03-31,99965,IOWA,14772,39791,1147.0,39273,45.99465954606142,85386,14772_20100331,0.0075,0.0012
150.0,2010-03-31,47439,IOWA,14773,41732,664.0,41076,94.85497875484944,43304,14773_20100331,0.0108,0.0023
201.0,2010-03-31,67518,MICHIGAN,14775,38487,741.0,37958,65.4335459403551,58010,14775_20100331,0.008,0.0017
199.0,2010-03-31,100196,TEXAS,14776,77518,1245.0,77088,93.23995790848724,82677,14776_20100331,0.0104,0.0012
2166.0,2010-03-31,488330,TEXAS,14778,354820,6093.0,348944,89.87541628783293,388253,14778_20100331,0.008,0.0003
248.0,2010-03-31,171697,TEXAS,14779,109474,2038.0,108174,72.88616379745983,148415,14779_20100331,0.0104,0.0007
215.0,2010-03-31,68141,IOWA,14783,45686,847.0,44484,72.61982499673502,61256,14783_20100331,0.0093,0.0016
150.0,2010-03-31,48183,IOWA,14785,39480,632.0,39275,93.7485081395904,41894,14785_20100331,0.01,0.0024
265.0,2010-03-31,80157,WISCONSIN,14790,52256,970.0,51668,72.72778458116915,71043,14790_20100331,0.0088,0.0014
79.0,2010-03-31,33269,FLORIDA,14794,24864,433.0,24014,78.63387799207571,30539,14794_20100331,0.0106,0.0032
6240.0,2010-03-31,1468310,TENNESSEE,1479,987924,18850.0,969266,77.41710296684118,1252005,1479_20100331,0.0086,0.0001
728.0,2010-03-31,220674,GEORGIA,147,115853,2365.0,114219,57.34921973850696,199164,147_20100331,0.0074,0.0005
620.0,2010-03-31,238339,NORTH DAKOTA,14801,144218,2609.0,142959,70.4200306390357,203009,14801_20100331,0.0083,0.0005
627.0,2010-03-31,126301,IOWA,14807,87486,1863.0,86416,79.97926847327113,108048,14807_20100331,0.0098,0.0009
4555.0,2010-03-31,1612005,IOWA,14808,1152766,18103.0,1123015,93.69420555383131,1198596,14808_20100331,0.0084,0.0001
217.0,2010-03-31,93131,IOWA,14809,58128,1218.0,57346,80.60326652236247,71146,14809_20100331,0.0107,0.0014
291.0,2010-03-31,87951,TENNESSEE,1480,39223,1069.0,38908,54.307408854893644,71644,1480_20100331,0.0088,0.0014
857.0,2010-03-31,180904,IOWA,14812,54969,3243.0,53991,40.340862392313035,133837,14812_20100331,0.0132,0.0007
1665.0,2010-03-31,502522,MICHIGAN,14816,377045,5681.0,372349,90.07274055546014,413387,14816_20100331,0.008,0.0002
28.0,2010-03-31,17659,NEW YORK,14820,8626,196.0,8455,52.688976132610456,16047,14820_20100331,0.0095,0.0061
521.0,2010-03-31,104360,WISCONSIN,14823,85028,1296.0,77722,94.04092102556658,82647,14823_20100331,0.0074,0.0011
3364.0,2010-03-31,1158047,OHIO,14832,796276,13291.0,777093,79.20734858376474,981087,14832_20100331,0.0086,0.0001
678.0,2010-03-31,217154,OHIO,14836,100669,2501.0,98727,53.302559118885654,185220,14836_20100331,0.0084,0.0005
5916.0,2010-03-31,1534444,IOWA,14843,1027727,18313.0,1011040,84.34815471726132,1198651,14843_20100331,0.0081,0.0001
902.0,2010-03-31,214975,TENNESSEE,1484,153485,2964.0,149556,83.78252710008123,178505,1484_20100331,0.0096,0.0005
1822.0,2010-03-31,592283,TENNESSEE,14851,429174,7278.0,422239,84.07166337804662,502237,14851_20100331,0.0092,0.0002
80.0,2010-03-31,27480,MINNESOTA,14853,18363,338.0,18117,75.43406753549569,24017,14853_20100331,0.0094,0.0041
340.0,2010-03-31,142921,ILLINOIS,14857,81081,1625.0,80227,63.05964283468528,127224,14857_20100331,0.009,0.0008
129.0,2010-03-31,169403,TEXAS,14861,66680,1700.0,65667,44.62225302727607,147162,14861_20100331,0.0093,0.0007
415.0,2010-03-31,136609,PENNSYLVANIA,14863,94285,1746.0,93221,81.98784531358562,113701,14863_20100331,0.0097,0.0009
87.0,2010-03-31,62127,TEXAS,14864,15045,478.0,14837,25.96150481189851,57150,14864_20100331,0.0063,0.0017
366.0,2010-03-31,138304,IOWA,14867,101475,1561.0,99939,85.06460344211226,117486,14867_20100331,0.0086,0.0008
448.0,2010-03-31,83929,IOWA,14868,41471,1036.0,41140,62.0812458501841,66268,14868_20100331,0.007,0.0015
883.0,2010-03-31,345358,MISSOURI,14869,215451,4150.0,211699,74.3202491161922,284847,14869_20100331,0.0095,0.0003
1927.0,2010-03-31,959193,TENNESSEE,1487,574537,10192.0,565435,69.64934820178091,811831,1487_20100331,0.0086,0.0001
698.0,2010-03-31,176264,INDIANA,14883,125081,2355.0,123252,87.12358978708966,141468,14883_20100331,0.0094,0.0007
932.0,2010-03-31,437456,ALASKA,14885,230228,5325.0,227049,58.32492043063786,389283,14885_20100331,0.01,0.0003
222.0,2010-03-31,89639,KENTUCKY,14894,54948,1002.0,53860,70.77064581827737,76105,14894_20100331,0.0087,0.0013
391.0,2010-03-31,101378,KANSAS,14898,77086,1614.0,75885,94.16297509585677,80589,14898_20100331,0.0121,0.0012
504.0,2010-03-31,148592,OKLAHOMA,14899,110522,1703.0,108833,80.86862832515975,134580,14899_20100331,0.0081,0.0007
880.0,2010-03-31,232528,GEORGIA,148,155420,2653.0,153179,78.52111954070125,195080,148_20100331,0.0076,0.0005
187.0,2010-03-31,57427,IOWA,14904,33486,711.0,33139,80.27275149577308,41283,14904_20100331,0.0091,0.0024
105.0,2010-03-31,44657,WISCONSIN,14907,32665,571.0,32341,86.17143161653034,37531,14907_20100331,0.0104,0.0026
102.0,2010-03-31,68939,TEXAS,1490,9713,581.0,9557,18.145398621580057,52669,1490_20100331,0.0069,0.0019
346.0,2010-03-31,126038,WISCONSIN,14911,68460,1605.0,67519,74.86057676316344,90193,14911_20100331,0.01,0.0011
236.0,2010-03-31,65088,NEBRASKA,14912,46909,788.0,46239,79.64277102208138,58058,14912_20100331,0.0085,0.0017
853.0,2010-03-31,290866,MICHIGAN,14913,182543,3330.0,178331,67.65956801013769,263571,14913_20100331,0.0085,0.0004
155.0,2010-03-31,41592,WISCONSIN,14914,29067,586.0,28768,77.26064186920908,37235,14914_20100331,0.0104,0.0027
178.0,2010-03-31,60653,OHIO,14920,31747,657.0,31558,61.831148729403004,51039,14920_20100331,0.0079,0.0019
328.0,2010-03-31,108772,NEBRASKA,14922,78718,1162.0,77672,87.57695343330703,88690,14922_20100331,0.0077,0.0011
1745.0,2010-03-31,465674,ILLINOIS,14924,274553,5284.0,269559,71.11549054990978,379044,14924_20100331,0.0076,0.0003
125.0,2010-03-31,54786,MICHIGAN,14926,22226,447.0,21839,48.26511669024045,45248,14926_20100331,0.0059,0.0022
1278.0,2010-03-31,335495,MICHIGAN,14929,225857,3883.0,222947,88.50439649868007,251905,14929_20100331,0.0078,0.0004
562.0,2010-03-31,141539,IOWA,14930,103235,2066.0,101527,86.64931296406931,117170,14930_20100331,0.0106,0.0008
414.0,2010-03-31,110617,IOWA,14936,71846,1366.0,70158,89.48838633145832,78399,14936_20100331,0.0086,0.0012
1389.0,2010-03-31,458163,MICHIGAN,14939,352797,5629.0,343760,78.36754048206889,438651,14939_20100331,0.0093,0.0002
45.0,2010-03-31,14537,KANSAS,14944,12418,229.0,12202,92.19493766528146,13235,14944_20100331,0.0127,0.0074
102.0,2010-03-31,39269,WISCONSIN,14945,23110,477.0,22792,71.48861426510257,31882,14945_20100331,0.0095,0.0031
139.0,2010-03-31,84088,KANSAS,14952,26462,849.0,25919,35.314394713536345,73395,14952_20100331,0.0084,0.0013
107.0,2010-03-31,46037,WISCONSIN,14960,29522,543.0,29123,73.60798685707064,39565,14960_20100331,0.0095,0.0025
696.0,2010-03-31,311549,OKLAHOMA,14966,128891,3833.0,127601,46.44697951398494,274724,14966_20100331,0.0101,0.0004
2006.0,2010-03-31,547250,PENNSYLVANIA,14969,378999,6207.0,373289,86.96814025278118,429225,14969_20100331,0.0077,0.0002
221.0,2010-03-31,65062,IOWA,14973,37787,796.0,36804,70.6112582019109,52122,14973_20100331,0.0088,0.0019
1275.0,2010-03-31,323240,KANSAS,14974,240913,4054.0,236539,86.94720436391974,272049,14974_20100331,0.0086,0.0004
1628.0,2010-03-31,375112,TEXAS,1497,154953,4301.0,153998,80.87790428973572,190408,1497_20100331,0.0071,0.0005
605.0,2010-03-31,135874,IOWA,14980,102004,1608.0,98439,94.19098650846809,104510,14980_20100331,0.0074,0.0009
193.0,2010-03-31,74554,IOWA,14982,38953,835.0,38309,56.3939880172528,67931,14982_20100331,0.0086,0.0014
483.0,2010-03-31,116990,OHIO,14991,76022,1432.0,74832,74.75500234758199,100103,14991_20100331,0.0081,0.001
422.0,2010-03-31,112410,WISCONSIN,14994,61706,1176.0,61103,59.38037531219328,102901,14994_20100331,0.0067,0.001
1613.0,2010-03-31,359028,WISCONSIN,14995,295851,4908.0,292502,94.02669375474149,311084,14995_20100331,0.0092,0.0003
146.0,2010-03-31,40600,MICHIGAN,14999,31389,496.0,31062,97.40662924519427,31889,14999_20100331,0.0086,0.0031
218.0,2010-03-31,83659,GEORGIA,149,65298,946.0,63070,88.44481839854159,71310,149_20100331,0.0087,0.0014
169591.0,2010-03-31,149611355,MASSACHUSETTS,14,12421718,878224.0,12330691,13.004775733608861,94816637,14_20100331,0.0047,0.0
123.0,2010-03-31,45357,OKLAHOMA,15008,15031,518.0,14826,38.80136090028788,38210,15008_20100331,0.0087,0.0026
31.0,2010-03-31,9059,KANSAS,15009,6106,126.0,6014,74.44912106957167,8078,15009_20100331,0.0105,0.0122
1862.0,2010-03-31,886283,WASHINGTON,1500,709878,10026.0,684778,92.5572047042413,739843,1500_20100331,0.0092,0.0001
239.0,2010-03-31,87543,NEBRASKA,15010,63482,1078.0,62679,91.11511680307018,68791,15010_20100331,0.0096,0.0014
220.0,2010-03-31,63308,MICHIGAN,15011,49867,779.0,48118,86.47473222629574,55644,15011_20100331,0.0088,0.0017
34.0,2010-03-31,14621,KANSAS,15014,10052,73.0,10052,75.34667566149464,13341,15014_20100331,0.0027,0.0075
8881.0,2010-03-31,3398356,NORTH CAROLINA,15019,2608556,40308.0,2568866,89.234102891697,2878794,15019_20100331,0.0092,0.0
1517.0,2010-03-31,608886,MICHIGAN,15032,291118,6522.0,279822,54.448552303860524,513920,15032_20100331,0.0082,0.0002
119.0,2010-03-31,55680,ARKANSAS,15035,26687,597.0,26364,55.02473232734331,47913,15035_20100331,0.0086,0.0021
481.0,2010-03-31,116974,KANSAS,15038,59091,1366.0,58200,56.41120082193639,103171,15038_20100331,0.0076,0.001
815.0,2010-03-31,243417,WISCONSIN,15046,198734,3144.0,196184,107.72415535068116,182117,15046_20100331,0.0096,0.0005
1057.0,2010-03-31,308237,ARKANSAS,15050,230755,3601.0,224336,86.11944996813746,260494,15050_20100331,0.0083,0.0004
202.0,2010-03-31,45143,KANSAS,15057,24755,484.0,24563,60.859762140733395,40360,15057_20100331,0.0062,0.0025
538.0,2010-03-31,194443,LOUISIANA,15059,152701,2960.0,150972,90.4392207605492,166932,15059_20100331,0.0125,0.0006
129.0,2010-03-31,54972,SOUTH CAROLINA,15062,25544,731.0,24994,48.740249609984396,51280,15062_20100331,0.011,0.0019
349.0,2010-03-31,114474,MICHIGAN,15064,89237,1531.0,88172,88.5687881710061,99552,15064_20100331,0.0103,0.001
167.0,2010-03-31,43377,KENTUCKY,15068,15167,471.0,14987,38.132919444303084,39302,15068_20100331,0.007,0.0025
221.0,2010-03-31,122019,SOUTH CAROLINA,15077,71161,1259.0,70012,75.06218372073077,93272,15077_20100331,0.0085,0.0011
46.0,2010-03-31,40939,TEXAS,15078,18330,527.0,18048,52.20258583287537,34573,15078_20100331,0.0117,0.0028
25.0,2010-03-31,14564,KANSAS,15083,6049,134.0,5792,43.78921902169804,13227,15083_20100331,0.0075,0.0072
2424.0,2010-03-31,668429,SOUTH CAROLINA,15085,527217,7501.0,519965,94.27153116337087,551561,15085_20100331,0.0076,0.0002
2703.0,2010-03-31,726107,WISCONSIN,15091,566900,9032.0,559997,92.34961773649874,606388,15091_20100331,0.0087,0.0002
351.0,2010-03-31,107247,WISCONSIN,15092,51510,1185.0,50891,59.66679172724289,85292,15092_20100331,0.0078,0.0012
342.0,2010-03-31,122223,WISCONSIN,15093,82676,1518.0,81685,82.48427260150862,99031,15093_20100331,0.0096,0.001
112.0,2010-03-31,27371,KANSAS,15098,11862,321.0,11747,49.96597192683964,23510,15098_20100331,0.0076,0.0042
95.0,2010-03-31,57777,MISSOURI,15101,37365,725.0,36272,74.02902218503174,48997,15101_20100331,0.0109,0.002
375.0,2010-03-31,166724,SOUTH CAROLINA,15104,99837,2025.0,98674,70.40348185936999,140155,15104_20100331,0.0099,0.0007
124.0,2010-03-31,57603,TEXAS,15105,13811,598.0,13645,27.593528816986858,49450,15105_20100331,0.0082,0.002
13.0,2010-03-31,4678,KANSAS,15110,3796,67.0,3772,102.27765726681129,3688,15110_20100331,0.0115,0.0269
195.0,2010-03-31,90132,KANSAS,15111,59544,1145.0,59082,74.1183997591359,79713,15111_20100331,0.0105,0.0012
329.0,2010-03-31,69716,SOUTH CAROLINA,15113,60822,1147.0,60164,101.40911542610571,59328,15113_20100331,0.0117,0.0017
87.0,2010-03-31,38606,WISCONSIN,15116,19352,371.0,19138,59.901718363642054,31949,15116_20100331,0.0074,0.0031
281.0,2010-03-31,108428,OKLAHOMA,15118,58535,1346.0,57217,61.85688493929664,92499,15118_20100331,0.0098,0.0011
758.0,2010-03-31,215065,WISCONSIN,15121,151010,2650.0,148634,85.4203663155233,174003,15121_20100331,0.0088,0.0006
69.0,2010-03-31,33094,WISCONSIN,15123,21797,368.0,21403,78.31034356591417,27331,15123_20100331,0.009,0.0036
322.0,2010-03-31,87369,WISCONSIN,15126,47619,1031.0,47319,64.4251715499401,73448,15126_20100331,0.0081,0.0014
101.0,2010-03-31,45793,WISCONSIN,15127,28647,572.0,28358,95.842909287549,29588,15127_20100331,0.0103,0.0033
80.0,2010-03-31,26718,WISCONSIN,15130,20438,337.0,20075,85.73563954729873,23415,15130_20100331,0.0096,0.0042
1097.0,2010-03-31,375066,WISCONSIN,15136,282730,4595.0,278428,85.28858583445141,326454,15136_20100331,0.0093,0.0003
376.0,2010-03-31,81760,WISCONSIN,1513,79572,1303.0,78961,115.5177458524739,68354,1513_20100331,0.0113,0.0015
270.0,2010-03-31,144594,MISSOURI,15142,60431,1447.0,59153,55.39033457249071,106793,15142_20100331,0.0081,0.0009
313.0,2010-03-31,109462,PENNSYLVANIA,15145,85160,1364.0,84284,85.36644654215452,98732,15145_20100331,0.0096,0.001
234.0,2010-03-31,72093,WISCONSIN,15146,54151,972.0,53382,91.72480153957181,58198,15146_20100331,0.0102,0.0017
2401.0,2010-03-31,706835,WISCONSIN,15149,614562,9766.0,608652,98.0408012048678,620815,15149_20100331,0.0104,0.0002
311.0,2010-03-31,69444,WISCONSIN,15152,58155,953.0,57451,104.1269438503643,55174,15152_20100331,0.0092,0.0018
880.0,2010-03-31,179696,WISCONSIN,15158,131465,2149.0,127250,89.35656252852739,142407,15158_20100331,0.0071,0.0007
549.0,2010-03-31,121691,KANSAS,15164,84119,1655.0,81463,79.33600179195761,102681,15164_20100331,0.0091,0.0009
446.0,2010-03-31,113330,MICHIGAN,15165,73525,1547.0,72396,84.49678450962313,85679,15165_20100331,0.0097,0.0011
314.0,2010-03-31,227828,FLORIDA,15169,126269,2016.0,124089,62.6455843821467,198081,15169_20100331,0.0075,0.0005
133.0,2010-03-31,35977,WISCONSIN,15173,24185,454.0,23694,74.5821398218389,31769,15173_20100331,0.0089,0.0031
439.0,2010-03-31,104079,WISCONSIN,15174,51928,1144.0,51135,60.448978626820505,84592,15174_20100331,0.0068,0.0012
503.0,2010-03-31,183595,WISCONSIN,15177,122494,2112.0,120364,73.84702222822119,162991,15177_20100331,0.0088,0.0006
451.0,2010-03-31,117710,WISCONSIN,1517,88865,1666.0,88116,91.52246619165334,96278,1517_20100331,0.0103,0.001
281.0,2010-03-31,85605,WISCONSIN,15183,58195,1092.0,57635,80.2615271066301,71809,15183_20100331,0.0095,0.0014
306.0,2010-03-31,111230,WISCONSIN,15185,60229,1192.0,59564,63.4543885627843,93869,15185_20100331,0.008,0.0011
23.0,2010-03-31,21326,WISCONSIN,15186,10861,217.0,10680,70.24005261427162,15205,15186_20100331,0.0091,0.0065
151.0,2010-03-31,40909,WISCONSIN,15188,24062,421.0,23632,72.4796810305168,32605,15188_20100331,0.0066,0.003
140.0,2010-03-31,52991,WISCONSIN,15189,32886,658.0,32239,69.86304338404196,46146,15189_20100331,0.0098,0.0021
234.0,2010-03-31,119327,KANSAS,15194,51485,1229.0,50408,53.47364401115979,94267,15194_20100331,0.0083,0.001
1987.0,2010-03-31,436189,GEORGIA,151,264824,4410.0,256941,69.50099271289228,369694,151_20100331,0.0056,0.0003
1237.0,2010-03-31,326260,IOWA,15200,217141,4236.0,213605,81.4853951529532,262139,15200_20100331,0.0092,0.0004
68.0,2010-03-31,28815,SOUTH CAROLINA,15204,18069,455.0,17249,70.16066707341875,24585,15204_20100331,0.0134,0.0039
24.0,2010-03-31,11740,TENNESSEE,15205,3987,105.0,3879,40.15112307214574,9661,15205_20100331,0.0069,0.0101
515.0,2010-03-31,341060,TEXAS,15206,192631,4248.0,189963,63.56360107744558,298855,15206_20100331,0.0109,0.0003
960.0,2010-03-31,568103,MONTANA,1520,373717,6260.0,366250,78.25821257174115,468002,1520_20100331,0.0093,0.0002
