interest_expense,date,total_assets,state,bank_id,gross_loans,interest_income,net_loans,charge_offs,total_deposits,id,net_interest_margin,charge_off_rate
300.0,2010-03-31,268422,CALIFORNIA,57591,156598,3041.0,153496,63.110720056575,243217,57591_20100331,0.0102,0.0004
738.0,2010-03-31,118881,GEORGIA,57593,79637,1189.0,77049,76.13838491639986,101196,57593_20100331,0.0038,0.001
3460.0,2010-03-31,757294,SOUTH CAROLINA,57594,480555,8844.0,469633,80.31882417125725,584711,57594_20100331,0.0071,0.0002
183.0,2010-03-31,53968,MINNESOTA,57596,42600,669.0,41733,86.61533352704329,48182,57596_20100331,0.009,0.002
458.0,2010-03-31,101877,ILLINOIS,57597,65847,1468.0,63936,69.23826644430487,92342,57597_20100331,0.0099,0.0011
654.0,2010-03-31,175041,FLORIDA,57598,135239,2231.0,130258,88.77151853012934,146734,57598_20100331,0.009,0.0007
523.0,2010-03-31,124838,MINNESOTA,57603,94523,1583.0,93110,83.1064737542062,112037,57603_20100331,0.0085,0.0009
971.0,2010-03-31,458251,COLORADO,57607,402411,5343.0,397202,117.97717099772184,336677,57607_20100331,0.0095,0.0003
230.0,2010-03-31,158325,CALIFORNIA,57608,49792,1669.0,48242,36.983770440275684,130441,57608_20100331,0.0091,0.0007
209.0,2010-03-31,55761,ILLINOIS,5760,29672,648.0,29372,63.17781936288745,46491,5760_20100331,0.0079,0.0021
458.0,2010-03-31,193674,CALIFORNIA,57610,139414,2278.0,136593,76.80408893087278,177846,57610_20100331,0.0094,0.0006
268.0,2010-03-31,50157,ILLINOIS,57611,43986,656.0,43383,139.3294151652375,31137,57611_20100331,0.0077,0.0032
655.0,2010-03-31,225979,MARYLAND,57614,159728,2401.0,158154,87.6801791812658,180376,57614_20100331,0.0077,0.0005
370.0,2010-03-31,122096,PENNSYLVANIA,57615,98217,1350.0,96981,92.08922060164085,105312,57615_20100331,0.008,0.0009
929.0,2010-03-31,267453,ARIZONA,57620,131108,2918.0,124052,53.77246443402197,230698,57620_20100331,0.0074,0.0004
480.0,2010-03-31,227163,TEXAS,57621,168483,2274.0,165993,79.86038276867417,207854,57621_20100331,0.0079,0.0005
448.0,2010-03-31,105111,PENNSYLVANIA,57624,89495,1412.0,88789,93.80275738207173,94655,57624_20100331,0.0092,0.001
307.0,2010-03-31,82739,FLORIDA,57625,59947,642.0,59005,96.18237240614863,61347,57625_20100331,0.004,0.0016
715.0,2010-03-31,159927,MICHIGAN,57626,123222,1925.0,121517,96.21069966667459,126303,57626_20100331,0.0076,0.0008
1209.0,2010-03-31,217135,VIRGINIA,57627,168279,2817.0,163347,86.26586322899557,189353,57627_20100331,0.0074,0.0005
0.0,2010-03-31,17665,DELAWARE,57628,0,5.0,0,0.0,0,57628_20100331,0.0003,
459.0,2010-03-31,121864,VIRGINIA,57630,70541,1566.0,69455,68.74214396706158,101037,57630_20100331,0.0091,0.001
632.0,2010-03-31,180831,MINNESOTA,57631,157713,2388.0,154087,103.22358063975882,149275,57631_20100331,0.0097,0.0007
426.0,2010-03-31,111012,TENNESSEE,57632,76984,1256.0,76140,80.69353625062263,94357,57632_20100331,0.0075,0.001
996.0,2010-03-31,267754,WASHINGTON,57633,235023,4288.0,228710,99.6948694477137,229410,57633_20100331,0.0123,0.0004
821.0,2010-03-31,171618,TENNESSEE,57636,120759,1873.0,118773,89.15553220237202,133220,57636_20100331,0.0061,0.0007
94.0,2010-03-31,59042,CALIFORNIA,57637,42835,663.0,41397,75.13476232825744,55097,57637_20100331,0.0096,0.0018
0.0,2010-03-31,13918,CALIFORNIA,57638,0,24.0,0,0.0,0,57638_20100331,0.0017,
322.0,2010-03-31,82549,ALABAMA,57640,54167,1012.0,53422,81.80760160485131,65302,57640_20100331,0.0084,0.0015
228.0,2010-03-31,85350,MINNESOTA,57644,72182,1081.0,71252,104.41689381283157,68238,57644_20100331,0.01,0.0014
4411.0,2010-03-31,889370,COLORADO,57646,669913,9293.0,636408,79.9225399073945,796281,57646_20100331,0.0055,0.0001
3440.0,2010-03-31,830593,GEORGIA,57647,592419,9096.0,579091,74.78336893271587,774358,57647_20100331,0.0068,0.0001
610.0,2010-03-31,195074,TEXAS,57650,141920,2365.0,137790,86.82802644098983,158693,57650_20100331,0.009,0.0006
228.0,2010-03-31,103300,MISSOURI,57651,79209,1079.0,77508,96.62050137747914,80219,57651_20100331,0.0082,0.0012
644.0,2010-03-31,126936,TENNESSEE,57656,98609,1667.0,96660,94.07665505226481,102746,57656_20100331,0.0081,0.001
284.0,2010-03-31,263684,CALIFORNIA,57657,172766,2762.0,167264,80.52882185000986,207707,57657_20100331,0.0094,0.0005
879.0,2010-03-31,167675,GEORGIA,57658,105263,1651.0,101051,63.40812971399169,159366,57658_20100331,0.0046,0.0006
819.0,2010-03-31,250304,TENNESSEE,57659,189883,2964.0,182034,81.438599159818,223523,57659_20100331,0.0086,0.0004
81.0,2010-03-31,17161,ILLINOIS,5765,10030,209.0,9909,68.03762702554243,14564,5765_20100331,0.0075,0.0068
409.0,2010-03-31,135234,TEXAS,57665,88341,1696.0,87280,76.58894865697312,113959,57665_20100331,0.0095,0.0009
394.0,2010-03-31,66098,FLORIDA,57669,41390,658.0,40642,77.50338488529529,52439,57669_20100331,0.004,0.0019
8616.0,2010-03-31,2837162,INDIANA,5766,1827668,34270.0,1784643,79.73802271804222,2238133,5766_20100331,0.009,0.0
709.0,2010-03-31,163484,NEW YORK,57672,113277,1937.0,111393,78.30130322925307,142262,57672_20100331,0.0075,0.0007
235.0,2010-03-31,103299,OHIO,57677,22772,783.0,22772,24.916569102666504,91393,57677_20100331,0.0053,0.0011
967.0,2010-03-31,273811,CALIFORNIA,57678,224596,3450.0,217693,94.73851416336284,229783,57678_20100331,0.0091,0.0004
2605.0,2010-03-31,558632,ILLINOIS,57681,485462,7233.0,473229,101.59554484034892,465797,57681_20100331,0.0083,0.0002
711.0,2010-03-31,146601,TENNESSEE,57684,112587,1922.0,110783,95.47542509458516,116033,57684_20100331,0.0083,0.0008
269.0,2010-03-31,75967,GEORGIA,57686,45398,694.0,44031,69.13655848132272,63687,57686_20100331,0.0056,0.0015
1675.0,2010-03-31,351257,CALIFORNIA,57688,287049,4831.0,280691,102.20734154076953,274629,57688_20100331,0.009,0.0004
572.0,2010-03-31,127902,TENNESSEE,57689,83999,1525.0,81619,78.19409848630005,104380,57689_20100331,0.0075,0.0009
792.0,2010-03-31,237006,INDIANA,5768,120765,2681.0,118840,58.134643042334,204422,5768_20100331,0.008,0.0005
860.0,2010-03-31,266661,CONNECTICUT,57690,205228,3335.0,202419,97.42033603010891,207779,57690_20100331,0.0093,0.0005
0.0,2010-03-31,61854,NEW YORK,57692,0,3.0,0,0.0,0,57692_20100331,0.0,
503.0,2010-03-31,135531,TEXAS,57693,112575,1997.0,110009,88.59975516252699,124164,57693_20100331,0.011,0.0008
450.0,2010-03-31,99151,GEORGIA,57694,66530,1172.0,64759,76.10379232134254,85093,57694_20100331,0.0073,0.0011
299.0,2010-03-31,77979,MINNESOTA,57695,45106,1049.0,44104,84.7599646385056,52034,57695_20100331,0.0096,0.0019
1462.0,2010-03-31,390413,VIRGINIA,57696,277283,4698.0,274265,87.37615088088184,313890,57696_20100331,0.0083,0.0003
605.0,2010-03-31,120246,ARIZONA,57697,76315,1131.0,69531,61.39982162252855,113243,57697_20100331,0.0044,0.0008
1029.0,2010-03-31,327367,ILLINOIS,57701,206801,3076.0,204785,70.06586262937302,292275,57701_20100331,0.0063,0.0003
723.0,2010-03-31,133517,TEXAS,57703,122565,2032.0,120609,119.65415980475802,100798,57703_20100331,0.0098,0.001
626.0,2010-03-31,170336,TEXAS,57704,134511,2096.0,132948,85.39167073452715,155692,57704_20100331,0.0086,0.0006
635.0,2010-03-31,124190,GEORGIA,57705,95760,1403.0,92595,82.64385358931105,112041,57705_20100331,0.0062,0.0009
236.0,2010-03-31,124202,OREGON,57706,93768,1274.0,92166,86.60997039890994,106415,57706_20100331,0.0084,0.0009
779.0,2010-03-31,209865,FLORIDA,57709,172419,2463.0,168828,88.03716971981915,191769,57709_20100331,0.008,0.0005
280.0,2010-03-31,106865,NEW YORK,57710,0,1089.0,0,0.0,93492,57710_20100331,0.0076,
575.0,2010-03-31,144802,GEORGIA,57711,99622,1631.0,98063,78.98306176856723,124157,57711_20100331,0.0073,0.0008
394.0,2010-03-31,91857,INDIANA,57713,72658,1127.0,71120,95.38882480753239,74558,57713_20100331,0.008,0.0013
437.0,2010-03-31,143228,CALIFORNIA,57716,124648,2019.0,122953,97.31990913336341,126339,57716_20100331,0.011,0.0008
9738.0,2010-03-31,1772918,FLORIDA,57719,1195485,17828.0,1161766,85.61238077622296,1357007,57719_20100331,0.0046,0.0001
277.0,2010-03-31,88931,OREGON,57720,74346,1185.0,72134,99.99029677991712,72141,57720_20100331,0.0102,0.0013
1069.0,2010-03-31,274793,FLORIDA,57722,182126,2577.0,179451,76.54747025777307,234431,57722_20100331,0.0055,0.0004
522.0,2010-03-31,104034,FLORIDA,57724,64581,758.0,60768,60.72549215549115,100070,57724_20100331,0.0023,0.0009
937.0,2010-03-31,244934,FLORIDA,57725,194167,2843.0,188384,84.62246818526887,222617,57725_20100331,0.0078,0.0004
859.0,2010-03-31,425321,TEXAS,57729,329160,5161.0,324853,87.63917328304616,370671,57729_20100331,0.0101,0.0003
390.0,2010-03-31,106382,VIRGINIA,57730,76605,1180.0,76147,90.63392687107218,84016,57730_20100331,0.0074,0.0012
860.0,2010-03-31,142018,GEORGIA,57732,104214,1826.0,102292,84.03325446898002,121728,57732_20100331,0.0068,0.0008
565.0,2010-03-31,173400,NORTH CAROLINA,57733,137640,1769.0,135119,96.39651851323393,140170,57733_20100331,0.0069,0.0007
869.0,2010-03-31,229214,CALIFORNIA,57734,175594,3000.0,171694,90.1474858105944,190459,57734_20100331,0.0093,0.0005
303.0,2010-03-31,61215,MINNESOTA,57735,57399,873.0,52217,89.58447707933023,58288,57735_20100331,0.0093,0.0016
504.0,2010-03-31,174419,CALIFORNIA,57740,130301,2495.0,127029,88.63622091197712,143315,57740_20100331,0.0114,0.0007
962.0,2010-03-31,278972,COLORADO,57741,207509,3329.0,202376,99.73240554112725,202919,57741_20100331,0.0085,0.0005
1078.0,2010-03-31,252276,VIRGINIA,57742,190851,3124.0,188268,88.63967005183689,212397,57742_20100331,0.0081,0.0005
788.0,2010-03-31,262795,ILLINOIS,57754,183164,3345.0,180227,78.01967082536082,231002,57754_20100331,0.0097,0.0004
0.0,2010-03-31,5785,ALASKA,57755,0,4.0,0,0.0,0,57755_20100331,0.0007,
1794.0,2010-03-31,436200,SOUTH CAROLINA,57756,305099,4448.0,299157,90.46229490350713,330698,57756_20100331,0.0061,0.0003
0.0,2010-03-31,4366,TEXAS,57757,0,1.0,0,0.0,0,57757_20100331,0.0002,
177.0,2010-03-31,38030,ILLINOIS,57759,29479,353.0,25574,71.40583554376659,35815,57759_20100331,0.0046,0.0024
423.0,2010-03-31,133911,INDIANA,5775,107643,1826.0,106695,96.8554543886564,110159,5775_20100331,0.0105,0.0009
567.0,2010-03-31,227185,TEXAS,57760,168252,2593.0,167230,86.54766772071648,193223,57760_20100331,0.0089,0.0005
2805.0,2010-03-31,810049,NORTH CAROLINA,57763,543654,7797.0,517963,75.17354282803332,689023,57763_20100331,0.0062,0.0001
1647.0,2010-03-31,351648,ALABAMA,57764,266414,5027.0,260043,88.3979834995054,294173,57764_20100331,0.0096,0.0003
1193.0,2010-03-31,217092,MARYLAND,57766,138412,2514.0,136586,77.94758828497729,175228,57766_20100331,0.0061,0.0006
69.0,2010-03-31,105720,UTAH,57769,88628,1077.0,88436,98.3299606395517,89938,57769_20100331,0.0095,0.0011
452.0,2010-03-31,85642,ILLINOIS,57772,70222,1041.0,68615,85.55699643382628,80198,57772_20100331,0.0069,0.0012
210.0,2010-03-31,60576,FLORIDA,57773,46032,694.0,45355,91.4267860022577,49608,57773_20100331,0.008,0.002
830.0,2010-03-31,304835,MARYLAND,57776,260086,3509.0,256362,103.80331134676821,246969,57776_20100331,0.0088,0.0004
1177.0,2010-03-31,311980,PENNSYLVANIA,57777,279791,3844.0,276338,107.63675739681848,256732,57777_20100331,0.0085,0.0004
52.0,2010-03-31,18002,INDIANA,5777,7651,212.0,7518,49.571409732295926,15166,5777_20100331,0.0089,0.0065
746.0,2010-03-31,176710,NORTH CAROLINA,57783,129826,1994.0,128047,93.69064169166606,136670,57783_20100331,0.0071,0.0007
1068.0,2010-03-31,206707,NORTH CAROLINA,57784,161451,2541.0,157898,89.09465368881365,177225,57784_20100331,0.0071,0.0006
222.0,2010-03-31,58894,MINNESOTA,57785,48529,718.0,46628,92.5728126426969,50369,57785_20100331,0.0084,0.0019
91.0,2010-03-31,30462,GEORGIA,57786,19714,316.0,19282,77.06942723530116,25019,57786_20100331,0.0074,0.0039
2496.0,2010-03-31,712462,TEXAS,57787,507237,8832.0,496760,88.15741838393446,563492,57787_20100331,0.0089,0.0002
488.0,2010-03-31,126727,FLORIDA,57789,98453,1600.0,96432,95.41393333135446,101067,57789_20100331,0.0088,0.001
0.0,2010-03-31,21344,PENNSYLVANIA,57793,0,3.0,0,0.0,0,57793_20100331,0.0001,
516.0,2010-03-31,190379,WASHINGTON,57799,157287,2347.0,147184,81.63781484172634,180289,57799_20100331,0.0096,0.0005
300.0,2010-03-31,121664,INDIANA,5779,69035,1426.0,68228,63.85878212687894,106842,5779_20100331,0.0093,0.0009
101.0,2010-03-31,38785,MINNESOTA,57801,26190,479.0,25686,71.7706557880913,35789,57801_20100331,0.0097,0.0027
211304.0,2010-03-31,55172742,UTAH,57803,35298080,550705.0,34599709,113.22244050994246,30559056,57803_20100331,0.0062,0.0
890.0,2010-03-31,219958,PENNSYLVANIA,57804,152068,2550.0,148498,89.60290594886833,165729,57804_20100331,0.0075,0.0006
139.0,2010-03-31,40496,NEW YORK,57807,14647,266.0,14354,48.5555781070293,29562,57807_20100331,0.0031,0.0033
412.0,2010-03-31,281887,CALIFORNIA,57808,212948,3374.0,205607,83.5960529044167,245953,57808_20100331,0.0105,0.0004
825.0,2010-03-31,277406,GEORGIA,57810,203032,3161.0,199202,87.81414622319204,226845,57810_20100331,0.0084,0.0004
729.0,2010-03-31,181663,MISSOURI,57813,130792,2080.0,129404,98.82241534678417,130946,57813_20100331,0.0074,0.0008
1077.0,2010-03-31,240513,FLORIDA,57814,198535,2623.0,189282,84.49184015998286,224024,57814_20100331,0.0064,0.0004
877.0,2010-03-31,267101,FLORIDA,57815,158484,3106.0,155180,71.84625142947094,215989,57815_20100331,0.0083,0.0005
614.0,2010-03-31,188105,CALIFORNIA,57816,126268,2097.0,124615,93.54778169807072,133210,57816_20100331,0.0079,0.0007
320.0,2010-03-31,120847,TEXAS,57817,83942,1403.0,82813,74.80646414279649,110703,57817_20100331,0.009,0.0009
513.0,2010-03-31,169114,ARIZONA,57820,126480,1747.0,120415,87.7155282308292,137279,57820_20100331,0.0073,0.0007
275.0,2010-03-31,79122,MARYLAND,57821,60800,900.0,58916,109.91996119330585,53599,57821_20100331,0.0079,0.0018
464.0,2010-03-31,189410,TENNESSEE,57825,147592,1943.0,145649,92.90498303268441,156772,57825_20100331,0.0078,0.0006
177.0,2010-03-31,40160,TEXAS,57826,27126,423.0,25925,72.9582934654134,35534,57826_20100331,0.0061,0.0027
1416.0,2010-03-31,432991,NEW YORK,57828,301628,5006.0,298100,83.45161010377562,357213,57828_20100331,0.0083,0.0003
784.0,2010-03-31,189326,GEORGIA,57831,147134,1971.0,138231,84.11946910732868,164327,57831_20100331,0.0063,0.0006
211.0,2010-03-31,77779,FLORIDA,57832,52127,797.0,51358,76.62856972337441,67022,57832_20100331,0.0075,0.0015
6759.0,2010-03-31,5238007,NEVADA,57833,2427618,161962.0,2377660,118.43112603859973,2007631,57833_20100331,0.0296,0.0
0.0,2010-03-31,3912,NEW YORK,57834,0,2.0,0,0.0,500,57834_20100331,0.0005,
353.0,2010-03-31,82762,COLORADO,57835,59804,902.0,56902,72.90735069893782,78047,57835_20100331,0.0066,0.0012
121.0,2010-03-31,310274,ALABAMA,57840,174295,2139.0,170781,313.73381096720857,54435,57840_20100331,0.0065,0.0018
1119.0,2010-03-31,197042,OKLAHOMA,57841,182127,2765.0,180791,104.09850696423739,173673,57841_20100331,0.0084,0.0006
128.0,2010-03-31,29627,MISSOURI,57842,24329,384.0,23452,89.1812754306575,26297,57842_20100331,0.0086,0.0037
1830.0,2010-03-31,426782,PENNSYLVANIA,57844,371472,5192.0,366476,99.67389678384443,367675,57844_20100331,0.0079,0.0003
1358.0,2010-03-31,316985,FLORIDA,57845,238851,3598.0,235026,88.98488938698087,264119,57845_20100331,0.0071,0.0004
893.0,2010-03-31,161828,GEORGIA,57847,104802,1506.0,102353,67.59587634312734,151419,57847_20100331,0.0038,0.0006
45.0,2010-03-31,49087,NEW YORK,57849,0,99.0,0,0.0,44460,57849_20100331,0.0011,
225.0,2010-03-31,113550,CALIFORNIA,57850,82418,1376.0,80573,79.96923229616397,100755,57850_20100331,0.0101,0.001
437.0,2010-03-31,97912,TENNESSEE,57851,73615,1344.0,72339,84.43617008859268,85673,57851_20100331,0.0093,0.0011
0.0,2010-03-31,7263,FLORIDA,57852,0,51.0,0,0.0,0,57852_20100331,0.007,
337.0,2010-03-31,138620,CALIFORNIA,57855,128167,1928.0,124307,106.82048637965111,116370,57855_20100331,0.0115,0.0008
683.0,2010-03-31,199724,COLORADO,57857,177070,2631.0,174161,110.73731195238882,157274,57857_20100331,0.0098,0.0006
349.0,2010-03-31,68475,GEORGIA,57860,49284,831.0,48169,80.08412582297001,60148,57860_20100331,0.007,0.0016
284.0,2010-03-31,110994,MICHIGAN,57861,62531,973.0,61463,59.21975565575982,103788,57861_20100331,0.0062,0.0009
562.0,2010-03-31,120602,WASHINGTON,57862,86863,1577.0,85330,85.34194787270218,99986,57862_20100331,0.0084,0.001
564.0,2010-03-31,93315,ILLINOIS,57866,71179,1220.0,69408,82.23599246454427,84401,57866_20100331,0.007,0.0012
763.0,2010-03-31,138877,KENTUCKY,57867,113382,2040.0,111576,97.674907206387,114232,57867_20100331,0.0092,0.0009
2214.0,2010-03-31,440542,SOUTH CAROLINA,57868,259739,4217.0,246798,62.16652602677616,396995,57868_20100331,0.0045,0.0002
506.0,2010-03-31,118506,KENTUCKY,57869,85014,1277.0,84281,77.87572187572187,108225,57869_20100331,0.0065,0.0009
387.0,2010-03-31,94515,INDIANA,5786,49644,1098.0,49217,58.173372417379795,84604,5786_20100331,0.0075,0.0012
8680.0,2010-03-31,2569567,GEORGIA,57870,1115171,41037.0,1112150,50.28084757011695,2211876,57870_20100331,0.0126,0.0
317.0,2010-03-31,72607,PENNSYLVANIA,57871,50515,952.0,49762,81.69222182092787,60914,57871_20100331,0.0087,0.0016
347.0,2010-03-31,73697,OREGON,57872,58124,901.0,56602,90.00731482364914,62886,57872_20100331,0.0075,0.0015
1168.0,2010-03-31,363374,CALIFORNIA,57873,274612,3987.0,268475,89.93534771539595,298520,57873_20100331,0.0078,0.0003
1141.0,2010-03-31,272951,TENNESSEE,57874,201370,3100.0,197112,84.285243924862,233863,57874_20100331,0.0072,0.0004
527.0,2010-03-31,136838,OREGON,57877,101325,1833.0,99996,82.09717410223149,121802,57877_20100331,0.0095,0.0008
205.0,2010-03-31,57911,MICHIGAN,57878,51767,779.0,50669,97.79961010635218,51809,57878_20100331,0.0099,0.0019
269.0,2010-03-31,91875,OHIO,57879,74502,1203.0,73069,89.58266924944218,81566,57879_20100331,0.0102,0.0012
599.0,2010-03-31,128074,SOUTH CAROLINA,57880,93440,1409.0,92678,92.56507061385109,100122,57880_20100331,0.0063,0.001
453.0,2010-03-31,104978,GEORGIA,57882,52749,943.0,51146,65.81903818188837,77707,57882_20100331,0.0047,0.0012
244.0,2010-03-31,58743,MISSOURI,57884,48122,716.0,46163,104.50501437529714,44173,57884_20100331,0.008,0.0022
282.0,2010-03-31,52015,CALIFORNIA,57885,35454,553.0,34021,68.29331941544885,49816,57885_20100331,0.0052,0.0019
2426.0,2010-03-31,546752,NORTH CAROLINA,57888,394228,5786.0,386567,81.02108698249285,477119,57888_20100331,0.0061,0.0002
267825.0,2010-03-31,183562481,VIRGINIA,57890,76156027,1489219.0,72962272,55.64439773389146,131122404,57890_20100331,0.0067,0.0
544.0,2010-03-31,134396,NORTH DAKOTA,57892,115383,1629.0,113322,99.85108951370594,113491,57892_20100331,0.0081,0.0009
217.0,2010-03-31,48471,ILLINOIS,57897,34896,629.0,34547,78.57662739389528,43966,57897_20100331,0.0085,0.0023
660.0,2010-03-31,129042,GEORGIA,57898,99218,1769.0,97705,89.03560330608637,109737,57898_20100331,0.0086,0.0009
638.0,2010-03-31,111644,MISSOURI,57899,91206,1413.0,87980,100.15824045718969,87841,57899_20100331,0.0069,0.0011
509.0,2010-03-31,118395,TEXAS,57901,78018,1252.0,76414,77.2881287360042,98869,57901_20100331,0.0063,0.001
2517.0,2010-03-31,761244,CALIFORNIA,57903,597129,9170.0,580838,95.77878658459163,606437,57903_20100331,0.0087,0.0002
592.0,2010-03-31,486962,CALIFORNIA,57904,272584,5131.0,267634,72.24057698744318,370476,57904_20100331,0.0093,0.0003
189.0,2010-03-31,40468,IOWA,57910,24131,461.0,23816,70.12956419316843,33960,57910_20100331,0.0067,0.0029
1115.0,2010-03-31,376908,TENNESSEE,57913,259521,4257.0,253413,78.28299054103314,323714,57913_20100331,0.0083,0.0003
234.0,2010-03-31,69709,OKLAHOMA,57915,58988,935.0,58479,127.32755617488243,45928,57915_20100331,0.0101,0.0022
803.0,2010-03-31,230458,ARIZONA,57917,200617,2714.0,192592,105.11745699065584,183216,57917_20100331,0.0083,0.0005
4284.0,2010-03-31,1198036,ILLINOIS,57918,738262,13921.0,722632,71.19428894576824,1015014,57918_20100331,0.008,0.0001
1508.0,2010-03-31,523144,NEW JERSEY,57919,410993,6638.0,405653,93.2666419888766,434939,57919_20100331,0.0098,0.0002
232.0,2010-03-31,74448,IOWA,5791,37033,801.0,36543,62.09726753670473,58848,5791_20100331,0.0076,0.0017
689.0,2010-03-31,129112,UTAH,57920,102747,1902.0,98968,89.70993473531544,110320,57920_20100331,0.0094,0.0009
397.0,2010-03-31,91273,TEXAS,57922,73467,1293.0,72572,90.650411581748,80057,57922_20100331,0.0098,0.0012
826.0,2010-03-31,176819,GEORGIA,57923,130380,2024.0,126427,80.34610080519596,157353,57923_20100331,0.0068,0.0006
175.0,2010-03-31,105160,CALIFORNIA,57924,83487,1416.0,81634,86.07186537893806,94844,57924_20100331,0.0118,0.001
1272.0,2010-03-31,271238,ILLINOIS,57927,215155,3231.0,211457,106.23630955969534,199044,57927_20100331,0.0072,0.0005
858.0,2010-03-31,148124,GEORGIA,57928,74634,1336.0,73082,61.72101311577863,118407,57928_20100331,0.0032,0.0008
56.0,2010-03-31,32937,IOWA,5792,15980,326.0,15584,66.94733224503824,23278,5792_20100331,0.0082,0.0042
517.0,2010-03-31,180197,FLORIDA,57931,124446,2098.0,121629,72.23825814268406,168372,57931_20100331,0.0088,0.0006
323.0,2010-03-31,92407,NEVADA,57933,61378,921.0,56830,69.58661899397562,81668,57933_20100331,0.0065,0.0011
2096.0,2010-03-31,588725,FLORIDA,57934,360727,7340.0,352431,78.74391709826037,447566,57934_20100331,0.0089,0.0002
229.0,2010-03-31,79404,NEW JERSEY,57936,39907,897.0,39363,53.94482588496486,72969,57936_20100331,0.0084,0.0014
1205.0,2010-03-31,409900,DISTRICT OF COLUMBIA,57941,252920,4638.0,249878,78.9249594127643,316602,57941_20100331,0.0084,0.0003
676.0,2010-03-31,257236,MARYLAND,57942,183252,3032.0,181029,98.12082646778249,184496,57942_20100331,0.0092,0.0005
512.0,2010-03-31,126984,CALIFORNIA,57944,97521,1604.0,92852,79.72113229902723,116471,57944_20100331,0.0086,0.0008
389.0,2010-03-31,100655,FLORIDA,57945,74872,1138.0,73681,85.714451902607,85961,57945_20100331,0.0074,0.0011
201.0,2010-03-31,60009,ILLINOIS,57948,40711,589.0,38120,66.85725309995264,57017,57948_20100331,0.0065,0.0016
743.0,2010-03-31,154497,OHIO,57949,115178,1827.0,112066,81.95134079723869,136747,57949_20100331,0.007,0.0007
695.0,2010-03-31,137725,SOUTH CAROLINA,57951,105326,1347.0,103341,93.12600816444233,110969,57951_20100331,0.0047,0.0009
367.0,2010-03-31,80255,MONTANA,57952,57759,831.0,56718,75.95313023100101,74675,57952_20100331,0.0058,0.0013
998.0,2010-03-31,244187,ARKANSAS,57953,164118,2334.0,159467,85.98365163753222,185462,57953_20100331,0.0055,0.0005
475.0,2010-03-31,125523,TENNESSEE,57954,80066,1416.0,78876,76.85996316615183,102623,57954_20100331,0.0075,0.001
420.0,2010-03-31,213856,WASHINGTON,57955,140403,2033.0,137810,73.54220365122819,187389,57955_20100331,0.0075,0.0005
361224.0,2010-03-31,114492129,RHODE ISLAND,57957,77860878,1063033.0,75966893,105.24145346815874,72183432,57957_20100331,0.0061,0.0
430.0,2010-03-31,107798,IOWA,5795,71512,1386.0,70546,83.82566125620856,84158,5795_20100331,0.0089,0.0012
1067.0,2010-03-31,314294,FLORIDA,57960,230317,3298.0,223175,80.89743868577683,275874,57960_20100331,0.0071,0.0004
161.0,2010-03-31,54814,UTAH,57962,25279,783.0,25219,53.5605819263035,47085,57962_20100331,0.0113,0.0021
443.0,2010-03-31,307882,CALIFORNIA,57964,261732,3297.0,256085,97.04710906975599,263877,57964_20100331,0.0093,0.0004
1162.0,2010-03-31,539780,TEXAS,57965,413023,6240.0,408149,88.50562499457885,461156,57965_20100331,0.0094,0.0002
649.0,2010-03-31,161345,CALIFORNIA,57966,90957,1970.0,89141,64.65161482169148,137879,57966_20100331,0.0082,0.0007
625.0,2010-03-31,127501,PENNSYLVANIA,57967,105560,1619.0,104165,95.66427272560293,108886,57967_20100331,0.0078,0.0009
2131.0,2010-03-31,611589,VIRGINIA,57968,451610,8391.0,446189,98.47777243172378,453086,57968_20100331,0.0102,0.0002
6.0,2010-03-31,68076,NEVADA,57969,9098,556.0,7728,1545.6,500,57969_20100331,0.0081,0.1699
760.0,2010-03-31,232919,IOWA,5796,138297,2575.0,136283,66.93959949113663,203591,5796_20100331,0.0078,0.0005
584.0,2010-03-31,139753,ILLINOIS,57971,105083,1761.0,102583,80.49639824856008,127438,57971_20100331,0.0084,0.0008
1153.0,2010-03-31,224290,WISCONSIN,57972,165877,2562.0,161855,83.14540364215446,194665,57972_20100331,0.0063,0.0005
908.0,2010-03-31,239310,FLORIDA,57973,177477,2625.0,174775,99.02490708004714,176496,57973_20100331,0.0072,0.0006
232.0,2010-03-31,70449,CALIFORNIA,57974,47872,767.0,45293,81.60459794966037,55503,57974_20100331,0.0076,0.0017
336.0,2010-03-31,138422,CALIFORNIA,57976,105089,1996.0,102137,84.02326461442274,121558,57976_20100331,0.012,0.0008
579.0,2010-03-31,112480,WASHINGTON,57978,79200,1381.0,75479,87.4672630773866,86294,57978_20100331,0.0071,0.0011
413.0,2010-03-31,122278,IOWA,5797,76941,1619.0,76285,71.92016517549897,106069,5797_20100331,0.0099,0.0009
898.0,2010-03-31,197843,NEW JERSEY,57983,138485,2678.0,136297,92.81565166465778,146847,57983_20100331,0.009,0.0007
642.0,2010-03-31,181498,NEW YORK,57987,132797,2141.0,129863,84.37922341199709,153904,57987_20100331,0.0083,0.0006
273.0,2010-03-31,89009,CALIFORNIA,57989,78980,1099.0,77355,97.28353140916808,79515,57989_20100331,0.0093,0.0012
148.0,2010-03-31,53466,MICHIGAN,57990,42032,635.0,41445,86.5800413628862,47869,57990_20100331,0.0091,0.0021
3143.0,2010-03-31,1526730,ALABAMA,57993,1240025,18492.0,1224704,90.67193406668255,1350698,57993_20100331,0.0101,0.0001
